;globalSales;split;salesRatio;uplift;sums.Economic impact - LOW ($m);sums.Economic impact - HIGH ($m);sums.Average impact;sums.AI Low impact;sums.AI High impact;sums.Average AI economic impact;sums.totalImpact;sums.totalImpactLow;sums.totalImpactHigh;sums.traditionalImpact;max.Economic impact - LOW ($m);max.Economic impact - HIGH ($m);max.Average impact;max.AI Low impact;max.AI High impact;max.Average AI economic impact;domain.name;domain.split;domain.salesRatio;domain.uplift;domain.sums.Economic impact - LOW ($m);domain.sums.Economic impact - HIGH ($m);domain.sums.Average impact;domain.sums.AI Low impact;domain.sums.AI High impact;domain.sums.Average AI economic impact;domain.sums.totalImpact;domain.sums.totalImpactLow;domain.sums.totalImpactHigh;domain.sums.traditionalImpact;domain.max.Economic impact - LOW ($m);domain.max.Economic impact - HIGH ($m);domain.max.Average impact;domain.max.AI Low impact;domain.max.AI High impact;domain.max.Average AI economic impact;function;industry;usecase.Use case example description;usecase.dataTypes;usecase.technologies;usecase.split;usecase.uplift;usecase.sums.Economic impact - LOW ($m);usecase.sums.Economic impact - HIGH ($m);usecase.sums.Average impact;usecase.sums.AI Low impact;usecase.sums.AI High impact;usecase.sums.Average AI economic impact;usecase.sums.totalImpact;usecase.sums.totalImpactLow;usecase.sums.totalImpactHigh;usecase.sums.traditionalImpact
48;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Smart CapEx;1.0;0.011842881076066;0.0;13563088966.1612;23735405690.7821;18649247328.47165;0.0;0.0;0.0;23735405690.7821;13563088966.1612;23735405690.7821;23735405690.7821;13563088966.1612;23735405690.7821;18649247328.47165;0.0;0.0;0.0;Strategy & Corporate Finance;Pharmaceuticals & Medical Products;Quantitatively drive trial decisions during execution (eg, go / no go, cost and timeline, site selection).;['Time series', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Monte Carlo'];1.0;0.0;13563088966.1612;23735405690.7821;18649247328.47165;0.0;0.0;0.0;23735405690.7821;13563088966.1612;23735405690.7821;23735405690.7821
49;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Product development cycle optimization;0.6000000000000001;0.008459200768618001;0.4;13563088966.1612;16953861207.701498;15258475086.93135;5425235586.46448;6781544483.0806;6103390034.77254;16953861207.701498;13563088966.1612;16953861207.701498;10172316724.6209;13563088966.1612;16953861207.701498;15258475086.93135;5425235586.46448;6781544483.0806;6103390034.77254;Product Development;Pharmaceuticals & Medical Products;Implement real-time monitoring and predictive modeling to ensure flawless execution of clinical trials.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.6000000000000001;0.4;13563088966.1612;16953861207.701498;15258475086.93135;5425235586.46448;6781544483.0806;6103390034.77254;16953861207.701498;13563088966.1612;16953861207.701498;10172316724.6209
50;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Product feature optimization;0.5647058823529411;0.028761282613303;0.43529411764705805;30516950173.862698;57643128106.1851;44080039140.023895;12884934517.85314;25091714587.398216;18988324552.62568;57643128106.1851;30516950173.862698;57643128106.1851;32551413518.78688;16953861207.701498;33907722415.402996;25430791811.552246;10172316724.6209;20344633449.2418;15258475086.93135;Product Development;Pharmaceuticals & Medical Products;Design data-adaptive development plans and optimize trial setup/execution.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Monte Carlo'];0.799999999999999;0.199999999999999;13563088966.1612;23735405690.7821;18649247328.47165;2712617793.23224;4747081138.15642;3729849465.69433;23735405690.7821;13563088966.1612;23735405690.7821;18988324552.62568
51;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Product feature optimization;0.5647058823529411;0.028761282613303;0.43529411764705805;30516950173.862698;57643128106.1851;44080039140.023895;12884934517.85314;25091714587.398216;18988324552.62568;57643128106.1851;30516950173.862698;57643128106.1851;32551413518.78688;16953861207.701498;33907722415.402996;25430791811.552246;10172316724.6209;20344633449.2418;15258475086.93135;Product Development;Pharmaceuticals & Medical Products;Identify drug candidates and improve drug design through molecular modeling and virtual screening.;['Structured/semi-structured'];['NNs', 'GANs', 'Tree-based ensemble learning (e.g., random forest)', 'Dimensionality reduction', 'Clustering (e.g., k-means)', 'Monte Carlo'];0.399999999999999;0.6000000000000001;16953861207.701498;33907722415.402996;25430791811.552246;10172316724.6209;20344633449.2418;15258475086.93135;33907722415.402996;16953861207.701498;33907722415.402996;13563088966.161198
52;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Procurement and spend analytics;0.099999999999999;0.001;0.9;2004191846.4207103;2004191846.4207103;2004191846.4207103;1803772661.7786393;1803772661.7786393;1803772661.7786393;2004191846.4207103;2004191846.4207103;2004191846.4207103;200419184.642071;2004191846.4207103;2004191846.4207103;2004191846.4207103;1803772661.7786393;1803772661.7786393;1803772661.7786393;Supply Chain Management & Manufacturing;Pharmaceuticals & Medical Products;Search procurement contract to identify clauses of interest (eg, penalties, value owed).;['Text', 'Image'];['NNs', 'RNNs', 'CNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Regression analysis'];0.099999999999999;0.9;2004191846.4207103;2004191846.4207103;2004191846.4207103;1803772661.7786393;1803772661.7786393;1803772661.7786393;2004191846.4207103;2004191846.4207103;2004191846.4207103;200419184.642071
53;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Inventory and parts optimization;0.6000000000000001;0.00252;0.4;5050563452.98019;5050563452.98019;5050563452.98019;2020225381.1920762;2020225381.1920762;2020225381.1920762;5050563452.98019;5050563452.98019;5050563452.98019;3030338071.788114;5050563452.98019;5050563452.98019;5050563452.98019;2020225381.1920762;2020225381.1920762;2020225381.1920762;Supply Chain Management & Manufacturing;Pharmaceuticals & Medical Products;Perform an “always-on” trade-off analysis between economic order quantity of manufacturing with inventory carrying and transportation costs.;['Video ', 'Image', 'Time series', 'Structured/semi-structured'];['Reinforcement learning', 'NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference', 'Monte Carlo'];0.6000000000000001;0.4;5050563452.98019;5050563452.98019;5050563452.98019;2020225381.1920762;2020225381.1920762;2020225381.1920762;5050563452.98019;5050563452.98019;5050563452.98019;3030338071.788114
54;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Yield, Energy, Throughput;0.6000000000000001;0.006767360614894;0.4;13563088966.1612;13563088966.1612;13563088966.1612;5425235586.46448;5425235586.46448;5425235586.46448;13563088966.1612;13563088966.1612;13563088966.1612;8137853379.696719;13563088966.1612;13563088966.1612;13563088966.1612;5425235586.46448;5425235586.46448;5425235586.46448;Supply Chain Management & Manufacturing;Pharmaceuticals & Medical Products;Maximize yield, energy, and throughput in pharmaceutical manufacturing.;['Image', 'Time series', 'Structured/semi-structured'];['Reinforcement learning', 'NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference', 'Monte Carlo', 'Other optmization\r\n(e.g., genetic algorithms)'];0.6000000000000001;0.4;13563088966.1612;13563088966.1612;13563088966.1612;5425235586.46448;5425235586.46448;5425235586.46448;13563088966.1612;13563088966.1612;13563088966.1612;8137853379.696719
55;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Predictive maintenance;0.4;0.015898042775061003;0.6000000000000001;21241818469.217003;31862727703.825497;26552273086.52125;12745091081.530201;19117636622.295296;15931363851.912748;31862727703.825497;21241818469.217003;31862727703.825497;12745091081.530201;21241818469.217003;31862727703.825497;26552273086.52125;12745091081.530201;19117636622.295296;15931363851.912748;Supply Chain Management & Manufacturing;Pharmaceuticals & Medical Products;Use IoT data to predict equipment failures and allow for planned interventions, reducing downtime and maximizing yield.;['Video ', 'Image', 'Time series', 'Structured/semi-structured'];['Reinforcement learning', 'NNs', 'CNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Regression analysis', 'Statistical inference'];0.4;0.6000000000000001;21241818469.217003;31862727703.825497;26552273086.52125;12745091081.530201;19117636622.295296;15931363851.912748;31862727703.825497;21241818469.217003;31862727703.825497;12745091081.530201
56;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Sales and demand forecasting;0.8;0.018181818181818;0.2;19087541394.482975;36439851753.10383;27763696573.7934;3817508278.896595;7287970350.620766;5552739314.758681;36439851753.10383;19087541394.482975;36439851753.10383;29151881402.483063;19087541394.482975;36439851753.10383;27763696573.7934;3817508278.896595;7287970350.620766;5552739314.758681;Supply Chain Management & Manufacturing;Pharmaceuticals & Medical Products;Predict hyperregional product demand and relevant health trends to inform inventory levels and reduce spoilage for biologics.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.8;0.2;19087541394.482975;36439851753.10383;27763696573.7934;3817508278.896595;7287970350.620766;5552739314.758681;36439851753.10383;19087541394.482975;36439851753.10383;29151881402.483063
57;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Next product to buy (NPTB) / individualized offering;0.799999999999999;0.003383680307447;0.2;3390772241.5403;6781544483.0806;5086158362.31045;678154448.30806;1356308896.61612;1017231672.46209;6781544483.0806;3390772241.5403;6781544483.0806;5425235586.464479;3390772241.5403;6781544483.0806;5086158362.31045;678154448.30806;1356308896.61612;1017231672.46209;Marketing and sales;Pharmaceuticals & Medical Products;Identify and exploit opportunities to benefit more patients with approved therapies.;['Text', 'Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.799999999999999;0.2;3390772241.5403;6781544483.0806;5086158362.31045;678154448.30806;1356308896.61612;1017231672.46209;6781544483.0806;3390772241.5403;6781544483.0806;5425235586.464479
58;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Churn reduction;0.8;0.006545454545454001;0.2;6871514902.01387;13118346631.117382;9994930766.565626;1374302980.402774;2623669326.223477;1998986153.3131254;13118346631.117382;6871514902.01387;13118346631.117382;10494677304.893906;6871514902.01387;13118346631.117382;9994930766.565626;1374302980.402774;2623669326.223477;1998986153.3131254;Marketing and sales;Pharmaceuticals & Medical Products;Target specific populations at risk of adherence, and identify optimal corrective strategy.;['Text', 'Time series', 'Structured/semi-structured'];['RNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.8;0.2;6871514902.01387;13118346631.117382;9994930766.565626;1374302980.402774;2623669326.223477;1998986153.3131254;13118346631.117382;6871514902.01387;13118346631.117382;10494677304.893906
59;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Channel management;0.9;0.018181818181818;0.1;36439851753.10383;36439851753.10383;36439851753.10383;3643985175.310383;3643985175.310383;3643985175.310383;36439851753.10383;36439851753.10383;36439851753.10383;32795866577.793446;36439851753.10383;36439851753.10383;36439851753.10383;3643985175.310383;3643985175.310383;3643985175.310383;Marketing and sales;Pharmaceuticals & Medical Products;Track pharma sales-force performance.;['Text', 'Time series', 'Structured/semi-structured'];['RNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.9;0.1;36439851753.10383;36439851753.10383;36439851753.10383;3643985175.310383;3643985175.310383;3643985175.310383;36439851753.10383;36439851753.10383;36439851753.10383;32795866577.793446
60;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Customer acquisition / lead generation;0.799999999999999;0.026086956521739;0.2;11674903959.732288;52283265558.8011;31979084759.266697;2334980791.946458;10456653111.760221;6395816951.853339;52283265558.8011;11674903959.732288;52283265558.8011;41826612447.04088;11674903959.732288;52283265558.8011;31979084759.266697;2334980791.946458;10456653111.760221;6395816951.853339;Marketing and sales;Pharmaceuticals & Medical Products;Identify target patient subgroups that are underserved (eg, not diagnosed), and recommend mitigation strategy.;['Text', 'Time series', 'Structured/semi-structured'];['RNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.799999999999999;0.2;11674903959.732288;52283265558.8011;31979084759.266697;2334980791.946458;10456653111.760221;6395816951.853339;52283265558.8011;11674903959.732288;52283265558.8011;41826612447.04088
61;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Marketing budget allocation;0.7388349514563101;0.054933333333333;0.261165048543689;95573809441.48845;110096938763.37767;102835374102.43306;25848846492.27128;28753472356.64912;27301159424.460197;110096938763.37767;95573809441.48845;110096938763.37767;81343466406.72855;52283265558.8011;66806394880.69032;59544830219.74571;13828923740.302902;13828923740.302902;13828923740.302902;Marketing and sales;Pharmaceuticals & Medical Products;Identify high-value healthcare professionals, and target marketing/product mix.;['Text', 'Time series', 'Structured/semi-structured'];['RNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.899999999999999;0.1;15632696402.081541;15632696402.081541;15632696402.081541;1563269640.2081542;1563269640.2081542;1563269640.2081542;15632696402.081541;15632696402.081541;15632696402.081541;14069426761.873386
62;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Marketing budget allocation;0.7388349514563101;0.054933333333333;0.261165048543689;95573809441.48845;110096938763.37767;102835374102.43306;25848846492.27128;28753472356.64912;27301159424.460197;110096938763.37767;95573809441.48845;110096938763.37767;81343466406.72855;52283265558.8011;66806394880.69032;59544830219.74571;13828923740.302902;13828923740.302902;13828923740.302902;Marketing and sales;Pharmaceuticals & Medical Products;Optimize advertising-agency spend by identifying previous content to be reused.;['Text', 'Time series', 'Structured/semi-structured'];['RNNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.5;0.5;27657847480.605804;27657847480.605804;27657847480.605804;13828923740.302902;13828923740.302902;13828923740.302902;27657847480.605804;27657847480.605804;27657847480.605804;13828923740.302902
63;2004191.8464207102;0.7227173342257741;0.22019039972050203;0.277282665774225;295709650964.5111;441303803779.9486;368506727372.2299;84026065142.40869;122365895128.40997;103195980135.40936;441303803779.9486;295709650964.5111;441303803779.9486;318937908651.53864;153950852297.87875;218719947189.48056;186335399743.67966;33880269888.238953;46834088866.559326;40357179377.39913;Marketing budget allocation;0.7388349514563101;0.054933333333333;0.261165048543689;95573809441.48845;110096938763.37767;102835374102.43306;25848846492.27128;28753472356.64912;27301159424.460197;110096938763.37767;95573809441.48845;110096938763.37767;81343466406.72855;52283265558.8011;66806394880.69032;59544830219.74571;13828923740.302902;13828923740.302902;13828923740.302902;Marketing and sales;Pharmaceuticals & Medical Products;Use predictive algorithms to inform sales-force messaging and frequency at the account level to improve physician segmentation.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Dimensionality reduction', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.8;0.2;52283265558.8011;66806394880.69032;59544830219.74571;10456653111.760221;13361278976.138065;11908966043.949142;66806394880.69032;52283265558.8011;66806394880.69032;53445115904.55226
64;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Workforce productivity and efficiency;0.0;0.00026558110215;1.0;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;0.0;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;Other operations;Media & Entertainment;Use bots to provide first-level support and answer most frequently asked questions via phone, email, and chat.;['Text', 'Audio', 'Structured/semi-structured'];['NNs', 'RNNs', 'Classifiers (e.g., SVM, logistic, linear)', 'Statistical inference'];0.0;1.0;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;689641336.0159979;0.0
65;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Fraud and debt analytics;0.4;0.0007019795269040001;0.6000000000000001;1121752888.5671368;1822848443.9215975;1472300666.2443671;673051733.140282;1093709066.3529584;883380399.7466203;1822848443.9215975;1121752888.5671368;1822848443.9215975;729139377.568639;1121752888.5671368;1822848443.9215975;1472300666.2443671;673051733.140282;1093709066.3529584;883380399.7466203;Risk;Media & Entertainment;Identify likely nonpaying customers and/or fraudulent activity to optimize treatment at acquisition and collection moments.;['Time series', 'Structured/semi-structured'];['NNs', 'Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.4;0.6000000000000001;1121752888.5671368;1822848443.9215975;1472300666.2443671;673051733.140282;1093709066.3529584;883380399.7466203;1822848443.9215975;1121752888.5671368;1822848443.9215975;729139377.568639
66;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Analytics-driven hiring and retention;0.6021352313167261;0.001545872421988;0.39786476868327403;3699927459.1212387;4014207011.6334677;3857067235.377353;1345687902.120543;1597111544.1303263;1471399723.1254346;4014207011.6334677;3699927459.1212387;4014207011.6334677;2417095467.5031414;2442809249.072324;2442809249.072324;2442809249.072324;732842774.7216971;732842774.7216971;732842774.7216971;HR;Media & Entertainment;Automatically screen resumes and pick top candidates.;['Text', 'Structured/semi-structured'];['RNNs', 'Classifiers (e.g., SVM, logistic, linear)', 'Regression analysis', 'Statistical inference'];0.199999999999999;0.8;471419328.76834315;785698881.2805719;628559105.0244576;377135463.01467454;628559105.0244576;502847284.01956606;785698881.2805719;471419328.76834315;785698881.2805719;157139776.25611436
67;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Analytics-driven hiring and retention;0.6021352313167261;0.001545872421988;0.39786476868327403;3699927459.1212387;4014207011.6334677;3857067235.377353;1345687902.120543;1597111544.1303263;1471399723.1254346;4014207011.6334677;3699927459.1212387;4014207011.6334677;2417095467.5031414;2442809249.072324;2442809249.072324;2442809249.072324;732842774.7216971;732842774.7216971;732842774.7216971;HR;Media & Entertainment;Identify key drivers of employee performance, and spot employees with high likelihood of success.;['Text', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.7000000000000001;0.30000000000000004;785698881.2805719;785698881.2805719;785698881.2805719;235709664.38417158;235709664.38417158;235709664.38417158;785698881.2805719;785698881.2805719;785698881.2805719;549989216.8964003
68;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Analytics-driven hiring and retention;0.6021352313167261;0.001545872421988;0.39786476868327403;3699927459.1212387;4014207011.6334677;3857067235.377353;1345687902.120543;1597111544.1303263;1471399723.1254346;4014207011.6334677;3699927459.1212387;4014207011.6334677;2417095467.5031414;2442809249.072324;2442809249.072324;2442809249.072324;732842774.7216971;732842774.7216971;732842774.7216971;HR;Media & Entertainment;Identify factors influencing employee churn, and pilot intervention strategies.;['Text', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis'];0.7000000000000001;0.30000000000000004;2442809249.072324;2442809249.072324;2442809249.072324;732842774.7216971;732842774.7216971;732842774.7216971;2442809249.072324;2442809249.072324;2442809249.072324;1709966474.3506267
69;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Analytics driven accounting & IT;0.350229915535521;0.0024015776;0.649770084464478;3897137201.134758;6236238840.782881;5066688020.958819;2805078499.9013953;4052121438.3161545;3428599969.1087747;6236238840.782881;3897137201.134758;6236238840.782881;2184117402.4667263;2337053342.2299542;3120167717.809608;2726562232.601613;2337053342.2299542;3116071122.9732723;2726562232.601613;Finance & IT;Media & Entertainment;Use intelligent document recognition to automate document sorting and extraction processes.;['Text', 'Image'];['RNNs', 'CNNs', 'Classifiers (e.g., SVM, logistic, linear)'];0.0;1.0;2337053342.2299542;3116071122.9732723;2726562232.601613;2337053342.2299542;3116071122.9732723;2726562232.601613;3116071122.9732723;2337053342.2299542;3116071122.9732723;0.0
70;2596725.93581106;0.600299326829135;0.17257170928724702;0.39970067317086505;255492898657.75394;448121433293.4424;351807165975.5982;75839672879.9428;179114438549.6818;127477055714.81229;448121433293.4424;255492898657.75394;448121433293.4424;269006994743.7606;141954082793.8263;300198973669.173;221076528231.4996;56934466365.44241;158290108121.5442;107612287243.4933;Analytics driven accounting & IT;0.350229915535521;0.0024015776;0.649770084464478;3897137201.134758;6236238840.782881;5066688020.958819;2805078499.9013953;4052121438.3161545;3428599969.1087747;6236238840.782881;3897137201.134758;6236238840.782881;2184117402.4667263;2337053342.2299542;3120167717.809608;2726562232.601613;2337053342.2299542;3116071122.9732723;2726562232.601613;Finance & IT;Media & Entertainment;Optimize accounts-receivable management by short-listing accounts per segment most likely to pay and predicting change in timing of invoice fulfillment.;['Text', 'Time series', 'Structured/semi-structured'];['Tree-based ensemble learning (e.g., random forest)', 'Classifiers (e.g., SVM, logistic, linear)', 'Clustering (e.g., k-means)', 'Regression analysis', 'Statistical inference'];0.7000000000000001;0.30000000000000004;1560083858.904804;3120167717.809608;2340125788.3572063;468025157.67144114;936050315.3428823;702037736.5071617;3120167717.809608;1560083858.904804;3120167717.809608;2184117402.466726
